appid,genres
1069190,"simulation, early access"
1307660,action
2285150,"action, indie, massively multiplayer, simulation, early access"
692920,"casual, free to play, indie, rpg"
45000,"indie, strategy"
102400,"action, indie, strategy"
102200,"adventure, indie, rpg"
58230,"adventure, casual, indie"
115120,"action, strategy"
10100,adventure
201210,"free to play, rpg, strategy"
251310,"adventure, indie"
316930,"action, indie"
366240,action
377870,action
465840,action
540160,
564230,"simulation, sports"
585910,action
493840,action
702110,action
749800,action
763710,action
804010,"adventure, rpg"
816340,"indie, strategy"
1013220,action
1076550,action
1367550,strategy
1552080,"indie, rpg, strategy"
1967260,"action, adventure, casual"
2061150,"action, casual, indie, strategy"
2288070,action
240180,
32150,"casual, indie, strategy"
504770,"action, indie, simulation"
1443430,"adventure, rpg, strategy"
7500,
11550,action
22310,action
25010,action
102820,
741670,"action, indie, simulation, strategy"
848500,action
921060,"action, free to play, massively multiplayer"
940580,"racing, simulation, sports"
1953520,"racing, simulation"
1987970,"adventure, rpg, simulation"
2279510,"casual, free to play, indie"
785260,racing
1138100,"casual, indie, simulation, strategy"
1610,strategy
1690,strategy
505640,"indie, strategy"
669770,"adventure, indie, rpg"
1159520,indie
1221080,"casual, indie, simulation"
1299120,"casual, rpg"
1637070,"adventure, casual, indie, early access"
1748050,"casual, rpg, simulation"
642560,"casual, indie, strategy"
680750,"adventure, casual, indie"
1098490,"adventure, casual, free to play, indie, simulation"
1291330,"adventure, casual, indie, simulation"
368180,"action, casual, indie, racing, simulation"
429120,"action, indie"
205080,"action, indie"
633110,racing
1357860,"rpg, simulation, strategy"
1926620,"action, adventure, indie"
2102520,"indie, racing, simulation, early access"
745960,"adventure, casual, simulation"
820730,"adventure, casual, simulation"
938270,"adventure, casual, simulation"
1157340,"adventure, casual, indie, massively multiplayer"
1216880,"indie, strategy"
1230140,"adventure, casual"
579840,"action, adventure, casual, indie"
1383960,"action, casual, racing"
2010450,"action, indie, rpg"
62000,"action, casual"
246720,"adventure, casual, indie"
326670,"rpg, strategy"
337040,"indie, rpg, strategy"
343390,casual
473970,"action, indie, simulation, strategy"
698260,"action, adventure, indie, rpg, simulation"
952440,
2221920,"action, adventure, rpg"
818730,"adventure, casual, indie"
842130,"adventure, indie, simulation"
1324780,"action, indie, simulation, strategy"
1948450,"action, casual, strategy"
2050680,"action, indie, simulation, strategy"
2158730,"indie, simulation"
342620,"action, casual, indie"
773370,"adventure, casual, indie, simulation"
277700,indie
331190,"action, indie"
345090,"casual, indie, strategy"
370130,"action, adventure, indie"
420360,"adventure, indie"
508840,"action, indie"
549100,"action, indie"
603130,"action, indie"
656210,"casual, indie, strategy"
706330,"action, casual, indie, simulation, strategy"
993090,utilities
386770,action
377860,action
583040,simulation
644480,"action, adventure, indie, rpg"
1032670,adventure
1385730,"casual, rpg"
1549750,"action, adventure, indie"
1717270,"action, indie, massively multiplayer"
61500,"rpg, strategy"
603850,strategy
1271140,
230840,"action, adventure, casual, indie"
608000,education
767690,"adventure, indie, free to play"
636930,"adventure, casual, free to play, massively multiplayer, rpg, simulation"
1179680,"adventure, free to play, indie, massively multiplayer, rpg"
1818180,"adventure, rpg, simulation, strategy, free to play"
1202200,"adventure, casual, indie, rpg, simulation"
2343650,"adventure, rpg, strategy, free to play, early access"
427240,"action, adventure, indie, strategy"
431600,"racing, simulation, sports"
460850,"casual, indie"
465780,"action, adventure, casual, indie, racing, simulation, sports"
469920,"indie, massively multiplayer, rpg, simulation"
471660,simulation
537630,"sports, early access"
584930,"action, adventure, indie"
587220,"action, adventure, casual, indie, simulation"
589040,"adventure, casual, indie, simulation"
638510,"indie, simulation, strategy"
651470,"casual, free to play, strategy"
679750,"simulation, sports"
690370,"indie, simulation, strategy"
636450,"action, casual, indie"
835950,"action, casual"
841460,"adventure, casual"
843200,action
851100,"action, adventure, indie"
954280,"action, adventure, casual, indie, rpg, simulation, strategy, utilities, early access"
962730,"action, indie, simulation, sports"
1020340,"action, indie"
1031440,"adventure, simulation"
1168880,"indie, simulation"
1178140,"action, adventure, indie"
1333350,"adventure, rpg, strategy, free to play"
1520060,"casual, indie"
1755100,"adventure, indie, simulation"
1316910,action
1931690,action
1988540,"casual, indie"
2250600,"action, adventure, rpg, strategy"
2291020,adventure
1428470,"action, adventure, casual, indie, strategy, early access"
46460,adventure
205250,utilities
305380,action
322300,"indie, massively multiplayer, rpg, early access"
670260,"adventure, indie, rpg"
2209150,"adventure, rpg, simulation"
1621070,"action, adventure, casual, massively multiplayer, early access"
584170,"casual, free to play, indie"
1376890,"free to play, indie"
1927720,"adventure, casual, indie, strategy"
313590,"action, adventure, indie"
320820,"adventure, indie"
322080,"action, indie"
359300,"action, adventure, indie, rpg"
373290,"action, indie, rpg"
441250,"action, adventure, indie"
468050,"adventure, indie"
525690,"adventure, casual, indie"
567380,"action, adventure, indie, rpg, early access"
622220,action
1054050,rpg
1257410,"adventure, indie"
1421760,"adventure, casual, indie"
1232130,"action, adventure, indie"
222820,strategy
256370,"racing, simulation, sports"
280830,"casual, indie, sports"
312920,sports
407120,"free to play, indie, sports, strategy"
363150,simulation
577230,"indie, simulation, strategy"
775900,"racing, simulation, sports"
1447000,"racing, simulation, sports"
1710580,"racing, simulation, sports"
260160,"action, adventure, indie"
373720,"action, adventure, free to play, indie, massively multiplayer, rpg"
426750,
403430,action
301560,adventure
1574360,"adventure, free to play, massively multiplayer, rpg, simulation, strategy"
1622900,"adventure, simulation, strategy"
226580,"racing, sports"
344270,"casual, indie, strategy"
533690,"casual, free to play, indie, strategy"
535850,racing
1497440,"adventure, indie"
776820,"indie, simulation"
287220,"casual, indie, simulation"
419080,simulation
389510,"action, casual, indie, racing, simulation, sports"
661290,"action, adventure, indie, racing, rpg, simulation, sports"
1554700,"action, indie"
527290,rpg
571530,"action, rpg"
607880,rpg
683280,"adventure, rpg, strategy"
716330,"casual, indie"
726950,"rpg, strategy"
774511,"action, rpg, strategy"
1016960,"action, adventure, rpg"
1156380,"adventure, indie"
1266220,"action, adventure, rpg"
1397290,"indie, simulation"
1496250,"adventure, rpg, strategy"
1668540,rpg
2228390,"rpg, strategy"
2306740,action
70200,"adventure, casual, simulation"
317440,"action, casual, indie, racing, simulation, sports"
489560,"action, adventure, free to play, massively multiplayer, rpg"
546390,"action, casual, free to play, indie"
609940,"casual, free to play, massively multiplayer, strategy"
833910,"action, casual, indie"
15320,simulation
45300,simulation
61010,
793680,"action, indie, rpg"
294160,"free to play, indie, strategy"
427460,
453720,"adventure, indie"
639560,indie
666330,"action, casual, indie"
885950,"action, casual, indie, massively multiplayer, simulation"
925930,"adventure, casual"
925940,"adventure, casual"
1331910,indie
389160,"action, adventure, casual, indie, strategy"
432470,"adventure, indie"
436390,"action, indie"
457710,"action, racing"
463110,"adventure, casual, indie"
466730,"casual, indie, strategy"
555710,"action, adventure, indie"
586960,"action, adventure, casual, indie"
975950,"action, adventure, casual, indie"
1037910,"action, adventure, indie"
99100,"action, rpg"
1251930,"adventure, casual, indie, simulation, strategy"
1502230,"casual, indie, rpg, strategy"
1506280,casual
3410,casual
58200,"adventure, casual, indie"
6600,"casual, indie"
202410,"action, indie"
375900,"massively multiplayer, racing"
377950,"action, indie"
551450,"action, indie"
595790,"action, indie"
726870,"adventure, indie"
913060,"action, indie"
1221250,"adventure, indie"
1369520,adventure
1518810,"casual, indie, simulation"
1577620,simulation
1713810,"action, indie, rpg, simulation, strategy"
1766390,"casual, indie, strategy"
1986880,"adventure, casual, indie"
38210,casual
295810,
403400,action
570580,adventure
837200,"adventure, indie, rpg"
959520,"indie, simulation"
1375400,action
555450,"action, rpg"
1739300,"action, casual, indie, early access"
1658620,"free to play, rpg, simulation"
1910680,"casual, indie, strategy, early access"
2103140,"action, adventure, indie, rpg, early access"
293560,
429680,"free to play, indie, massively multiplayer, strategy"
527710,"action, adventure, indie, rpg"
775220,"adventure, free to play, massively multiplayer, rpg, strategy"
795580,"action, free to play, early access"
1332470,"indie, simulation, strategy"
60800,rpg
65560,action
99410,"action, indie"
212390,"action, free to play, massively multiplayer, rpg"
29900,action
328940,indie
368470,"animation & modeling, design & illustration, education, photo editing, software training, utilities, video production"
872820,"simulation, sports"
61800,
842150,"casual, free to play, indie, simulation"
2163330,"action, casual, indie, rpg, early access"
223330,rpg
559620,action
798810,"simulation, utilities"
546050,"action, casual"
1570020,"action, adventure, rpg"
1259790,"action, casual"
845250,simulation
1592290,"action, adventure, indie, simulation, early access"
281940,"action, adventure, indie"
294770,"action, indie, strategy"
294790,"action, indie, strategy"
347510,"action, casual, indie"
285740,"casual, indie, simulation"
405650,"action, indie"
10140,sports
294650,"adventure, casual"
317030,"adventure, casual"
245300,"action, adventure"
363060,casual
363070,casual
334120,"adventure, indie"
945440,"casual, indie, simulation"
945680,"adventure, indie, strategy"
960420,"action, adventure"
1040390,"casual, indie, rpg, simulation"
1040630,simulation
1561890,"action, adventure, casual, indie"
1607240,"adventure, indie"
1710540,"adventure, indie"
2024390,rpg
317280,"adventure, indie"
386590,"adventure, indie, rpg, simulation, early access"
600480,"casual, indie, simulation, strategy"
325320,"adventure, rpg"
372210,"action, casual, indie"
460060,"adventure, casual, indie, free to play"
539270,casual
539290,casual
539300,casual
539460,"casual, indie"
670500,"racing, simulation, sports"
719730,"casual, free to play"
4900,"casual, indie"
839670,"adventure, casual, indie"
841200,"casual, indie"
957660,"indie, simulation, strategy, early access"
1258480,"adventure, casual, indie"
1270620,"indie, simulation"
1451120,"adventure, indie"
1473050,"adventure, casual, indie"
1480120,"adventure, casual, indie"
1587540,"indie, rpg, simulation, early access"
1605290,"casual, free to play, indie"
1766790,"adventure, casual, indie"
